,Date,Tweets
177,2019-10-19,"Look u r promoting this brand.
Look at its performance..
#jiospeed
#jio
@JioCare @reliancejio @mipaltan @RCBTweets @KKRiders @ChennaiIPL @rajasthanroyals @DelhiCapitals @lionsdenkxip @SunRisers https://t.co/cCbdYf5Lh0 https://t.co/vcaoayAP1j"
178,2019-10-19,Checking Jio Speed with My Vodafone App #Jio #jiousers https://t.co/j2DQnfxnY3
179,2019-10-19,Not getting proper network in palayam bazzar thiruchi. That is called #JIO
180,2019-10-19,"@BloombergQuint @soumeet_sarkar It has looted so much money from people, just for 1GB they used to charge 250rs. So much of profits they enjoyed for decade, now they are paying the price. People got better option #Jio."
181,2019-10-19,"RT @simplypawann: They make promises that are base less.
1. Free data 2 am to 5am
2. Truly free call .now 6p/m
3. Savan music is ads.
4. Ma…"
182,2019-10-19,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
183,2019-10-19,"Going forward, #Jio will charge users 6p/min to pay #IUC charge.

#RelianceJio #MukeshAmbani #Telecom #MarketingMaverick https://t.co/OSieKJA46X"
184,2019-10-19,"RT @sabr_azad: Of course !

 #Jio was not checked for its predatory pricing .

In its wake small players were destroyed . Most have closed…"
185,2019-10-19,"Taken new jio connection few days back in delhi. Net speed and my experience both are not as good as claimed by the company.
#badexperiencejio
#jio #bsnl #airtel #Vodafone @reliancejio https://t.co/H7TBDiYdgV"
186,2019-10-19,@JioCare customer service is not the forte of #Jio. After 7 days of not having outgoing on my phone they tell me if will take a “few days more”. Complete apathy. @reliancejio #jio #JioDigitalLife #JioUsers
187,2019-10-19,RT @EconomicTimes: #Jio accuses #Trai of favouring rivals in IUC war   https://t.co/hkd15pn9j2
188,2019-10-19,"#News : #RIL becomes first Indian company to hit Rs 9 lakh crore in market cap
#RelianceJio #Reliance #Jio #MukeshAmbani #businessnews #business #Veblr #relianceagms2019 #Nifty #Sensex #economy 

https://t.co/7dhOzHpt1c"
189,2019-10-19,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
190,2019-10-19,"RT @dhirenusoni: #Irony of logic
Hey #jiousers #Jio 
Fix strongly 1 thing in your mind if you use 1 Jio SIM then you have to carry 3 to 4 4…"
191,2019-10-19,"RT @netas_r_corrupt: @alokshinde Because now Reliance Jio wants to enter into online retail, hence the need to disrupt the incumbents like…"
192,2019-10-19,RT @EconomicTimes: #Jio accuses #Trai of favouring rivals in IUC war   https://t.co/hkd15pn9j2
193,2019-10-19,"@JioCare Day 8 of my ordeal with #Jio no outgoing 
 on my Jio connection. Different people call me every day promising a solution. Yesterday was Siddhant who promised to solve in an hour. Went missing. Customer can go to hell. @reliancejio #jio #JioDigitalLife #JioUsers"
194,2019-10-19,#vodafone worst service one could even had. Unnecessary charges with zero service. #vodafoneboykot #airtel #jio.
195,2019-10-19,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
196,2019-10-19,"It seems, for analysts:

#Reliance overall profit 👍

#Jio 👎

But Reliance Retail 👍👍

https://t.co/JORYNaMRPG

#RIL #NIFTY"
197,2019-10-19,RT @EconomicTimes: #Jio accuses #Trai of favouring rivals in IUC war   https://t.co/hkd15pn9j2
198,2019-10-19,"This is #JIO 4G network coverage in Barpeta #Assam. This is not remote location, small and old  town in Assam. Here is speed test. 😂 🤣
Jio... Jine bhi do. @JioCare @reliancejio @TRAI
#BSNL4G https://t.co/moHvKa48UP"
199,2019-10-19,RT @EconomicTimes: #Jio accuses #Trai of favouring rivals in IUC war   https://t.co/hkd15pn9j2
200,2019-10-19,#Jio accuses #Trai of favouring rivals in IUC war   https://t.co/hkd15pn9j2
201,2019-10-19,#Jio Remarkable. When its comes to availability. 100% https://t.co/KCPso3h6vP
202,2019-10-19,"How will Jio's 6 paise/min move play out?

#jiodigitallife #Jio #JIO #RelianceJio #Anilambani #jiomami2019 

https://t.co/ZZCLH0pfGJ"
203,2019-10-19,"RT @sabr_azad: Of course !

 #Jio was not checked for its predatory pricing .

In its wake small players were destroyed . Most have closed…"
204,2019-10-19,"RT @sabr_azad: Of course !

 #Jio was not checked for its predatory pricing .

In its wake small players were destroyed . Most have closed…"
205,2019-10-19,"Leaving #Jio after new call regulations, you proomise for lifetime time free calls was a lie @reliancejio"
206,2019-10-19,"RT @sabr_azad: Of course !

 #Jio was not checked for its predatory pricing .

In its wake small players were destroyed . Most have closed…"
207,2019-10-19,"RT @dhirenusoni: #Irony of logic
Hey #jiousers #Jio 
Fix strongly 1 thing in your mind if you use 1 Jio SIM then you have to carry 3 to 4 4…"
208,2019-10-19,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
209,2019-10-19,"RT @sabr_azad: Of course !

 #Jio was not checked for its predatory pricing .

In its wake small players were destroyed . Most have closed…"
210,2019-10-19,"RT @sabr_azad: Of course !

 #Jio was not checked for its predatory pricing .

In its wake small players were destroyed . Most have closed…"
211,2019-10-19,"RT @indiatvnews: How will Jio's '6 paise/min' move play out?
#RelianceJio #Jio @reliancejio 
https://t.co/Yb9OTPXXGA"
212,2019-10-19,"How will Jio's '6 paise/min' move play out?
#RelianceJio #Jio @reliancejio 
https://t.co/Yb9OTPXXGA"
213,2019-10-19,"RT @SaraswatiHebbar: #Jio in ICU,  implement  #IUC....!!!!!
😳😱😳😱😳😱
#Port in to healthy #BSNL...!!! https://t.co/hByWnp5U01"
214,2019-10-19,"RT @sabr_azad: Of course !

 #Jio was not checked for its predatory pricing .

In its wake small players were destroyed . Most have closed…"
215,2019-10-19,"RT @indiatvnews: IUC-laced tariff balanced out with high data entitlements: Jio
#RelianceJio #Jio 
https://t.co/eleZSkrzsT"
216,2019-10-19,"Of course !

 #Jio was not checked for its predatory pricing .

In its wake small players were destroyed . Most have closed down.

#MTNL &amp; #BSNL are at the verge of closing down 

Why was one Operator supported out of the way ?

Remember the full page Ad when #Jio was launched https://t.co/Js0pAfETMW"
217,2019-10-19,"IUC-laced tariff balanced out with high data entitlements: Jio
#RelianceJio #Jio 
https://t.co/eleZSkrzsT"
218,2019-10-19,"#jio not free #jio will charge #does jio not really free # click here for full information
https://t.co/Xb9i7CclAx https://t.co/BY457hd1VF"
219,2019-10-19,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
220,2019-10-19,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
221,2019-10-19,#jio rise recharge plan recently and ppl around me gossip that now we will move to other telecom... Jio is that who give free internet and also a cheaper than other... Bcz of jio in  #India🇮🇳 YouTube platform is rise and many creators show there talent and skills.....
222,2019-10-19,That was quick... #Jio https://t.co/HzcPfmc4iW
223,2019-10-19,"RIL rides high on Jio, retail; net profit up 18% YoY at Rs 11,262 crore

#RelianceRetail #Jio
#Reliance #MukeshAmbani

#Infoblaze #India #Business #Telecom #Retail
Via https://t.co/JLKU7OyC4d https://t.co/M8O9wOoOcg https://t.co/1S88AhStx7"
224,2019-10-19,RT @connectgurmeet: #Jio adds a new clause for Portability post IUC charge 😀 https://t.co/6iQOZ4aTrp
225,2019-10-19,@Idea your network can not send any one of my whatsApp messages for last few days i regularly complain in your company for a better network but no one gave me satisfied answer. Jio and Airtel is better than your network. #Jio #Airtel #teratimegayaab
226,2019-10-19,"RT @akmbhel: #Switch_to_BSNL 
#INDIANEEDBSNL 
BSNL 3G speed is better than jio. I have ported my #jio in #idea after using only few months.…"
227,2019-10-19,"RT @SatyaRa83216676: I have called jio 1 year ago to give a complain about the seed of Internet is very very slow 
They told me to wait for…"
228,2019-10-19,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
229,2019-10-19,"#Irony of logic
Hey #jiousers #Jio 
Fix strongly 1 thing in your mind if you use 1 Jio SIM then you have to carry 3 to 4 4G enable mobile in your pocket otherwise every time it's your fault not Jio,OK🤔
Which university had to taught Jio's executives I never understand🙄 https://t.co/qBP9szsxUA https://t.co/E722hWaj8Y"
230,2019-10-19,"RT @dhirenusoni: @JioCare 
My room has four Angles, 
All angles showing different angle of speed, that's why I called
#geniusJIO

In the he…"
231,2019-10-19,"Network slow call disconnected &amp; many problems 
But Paisa milna chahiye 
Don't use #jio"
232,2019-10-19,"RT @bsindia: #Jio , retail boost RIL's profit to record high

Pre-tax profit rses 14% to Rs 15,055 crore, but refining margins disappoint.…"
233,2019-10-19,"RT @akmbhel: #Switch_to_BSNL 
#INDIANEEDBSNL 
BSNL 3G speed is better than jio. I have ported my #jio in #idea after using only few months.…"
234,2019-10-19,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
235,2019-10-19,"RT @KKSDY: #BSNL is only Company who serve Nation,Never thought profits-loss, Time to turn rejoin #BSNL, &amp; #BoycottJio, Due to #Jio around…"
236,2019-10-19,"RT @bsindia: #Jio , retail boost RIL's profit to record high

Pre-tax profit rses 14% to Rs 15,055 crore, but refining margins disappoint.…"
237,2019-10-19,I sucessfully ported my mobile no. BSNL to @reliancejio . It was my secondary no. #jio #Reliancejio
238,2019-10-19,"#Jio , retail boost RIL's profit to record high

Pre-tax profit rses 14% to Rs 15,055 crore, but refining margins disappoint. #RelianceIndustries

@amritha reports

https://t.co/kEBH5xc8BN"
239,2019-10-19,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
240,2019-10-19,"@reliancejio @reliancegroup @AmbaniTina #Jio #JioFiber #JioOnIUC #JioFiber
Received three different massages but service engineers for installation not attended against JioFiber Order Number NO0000C7PH0P 
It seems JIO have shortage of field staff. 
SK Somani (+91 94140 69579) https://t.co/D49bzHQ0to"
241,2019-10-19,@JioCare Jio every day go dow in network i complaining from last 18 month's but jio not respont any positive thing's i disaid to port my all the jio no bicus now airtel also give LTE networ and airtel better camper #jio
242,2019-10-19,"RT @akmbhel: #Switch_to_BSNL 
#INDIANEEDBSNL 
BSNL 3G speed is better than jio. I have ported my #jio in #idea after using only few months.…"
243,2019-10-19,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
244,2019-10-19,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
245,2019-10-19,"RT @BiggDeals4U: According to #TRAI August Report

#Jio Now Has 355.2 Million Subscribers, recently gained 8.445 Million Subscribers in Aug…"
246,2019-10-19,"How to Block Incoming Calls in Reliance Jio?

See: https://t.co/JrSqyWQLG7

@isrgrajan #SaturdayMotivation #IsrgRajan #Jio #Reliance #RELIANCE_JIO https://t.co/kXorLHqk1J"
247,2019-10-19,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
248,2019-10-18,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
249,2019-10-18,@Geetu_Moza Bring on the #Jio IPO
250,2019-10-18,"RT @BiggDeals4U: According to #TRAI August Report

#Jio Now Has 355.2 Million Subscribers, recently gained 8.445 Million Subscribers in Aug…"
251,2019-10-18,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
252,2019-10-18,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
253,2019-10-18,"RT @Sanju_Verma_: #RILresults,phenomenal with #GRMs@ $9.4/bbl;net profit up 11.5% QoQ@ 11262Cr, on revenue of Rs 1.48 lakh Cr

EBITDA up 3.…"
254,2019-10-18,It's so amazing that in 11 min #Jio computed that i have used 50% of my 1.5GB... like is it possible... Irony is that it's on the same day as @reliancejio announced their Q2 numbers and the highest ever profits ... #RILresults https://t.co/IAdWaS2ucA
255,2019-10-18,"Reliance Jio now has more than 335 million users. -
#mukeshambani #reliancejio #jio #mobile #mobiles #phone #phones #technews #technologynews #technology #gadgets https://t.co/13V11IOCE3 https://t.co/ct1M4vZuk9"
